x1,x2
3.3052053410172313,1.609971101369659
4.224980118405199,2.981425945514558
3.8505835473137235,2.3118409805082516
5.793746146464646,2.1252017655647455
4.748743081627283,1.9382774220859582
3.9766298035638634,2.084445353975474
5.760709096171592,3.155209049663869
4.123937420411525,2.141550385925389
5.805369867194071,3.17646121946549
4.30020421472579,2.7701115870379693
4.491521994298297,1.4674297160396947
5.357742994229313,3.199323713757172
6.6738499076016335,4.095095718108514
6.11151288740672,2.794540190046093
3.3669445092917023,1.5094475355656145
5.247215002563913,2.8714331723515216
5.32816981317903,2.1781782471922964
3.960937149248009,3.6453816672292216
3.7908259349005213,2.1625172243708475
4.423928240558468,2.8195705412064167
4.585741206476897,1.5635530060046081
4.399922119990268,2.1979234081586547
3.105939694274408,1.2400145831025067
3.9709582330645,0.9667022245204251
4.891551446666603,1.8576623264612477
5.729973500549134,3.55956019841934
6.176467495857482,3.063125239721662
5.6658836089318205,3.2052638500573547
5.443798377833731,0.9899270145468808
4.410082537967672,1.664325823033847
2.3853353240871957,1.7191497993525557
4.730949227561293,0.42739417907178945
2.9645651557909614,1.385600449625351
6.374719492627477,3.5604729741955143
4.053259439716304,0.6987493139919292
3.877088969180804,1.615177619586247
5.746498294305003,2.610859285478838
5.824595426361482,3.1524485477656423
4.327004589209338,2.9620133998204485
3.507143914102703,1.4040547045450924
4.160607792194185,1.1090122552859283
4.632976116915608,1.4315124489224609
5.393313543090129,3.2226407761366076
5.6303770409915845,3.2665446385986305
6.846987419144034,3.0097055775887234
3.866671402158106,3.0523794851516177
5.731170260854207,4.180497805323123
3.9136261090118305,3.6789890066541058
5.494607648678458,2.391934505785731
4.992476450112848,1.6477778133651486
4.867148500356664,2.3806822283005347
3.3933846667865044,1.8551179862718776
6.832667491113041,2.5213245803170756
6.761110162729572,1.8848993601648056
6.658714647579869,5.136254023453203
5.476107449515365,3.802339199337869
5.956491167677849,2.7335166384314697
6.46445500850996,4.354186022938029
4.8525953103752535,3.751601519886458
5.330039590647573,3.722801923634062
3.8330855591669826,0.638477738814452
4.830430537066457,1.5863856755947843
6.245829149126178,3.3170822210675714
3.610445352374085,2.787139701067217
5.033997150747005,3.317290553704514
4.36428385031509,2.1286801217439053
6.049699851744793,3.136640542222647
1.3506003931221753,-0.3455390308639905
5.503617083152042,2.070710029230252
2.820618692326028,2.697937875328268
2.799113557182181,2.827682528295762
4.510102548039374,3.564069456110661
5.4014060740886904,3.9778293605749115
3.5384484805165757,1.1519967853359827
4.31596055615964,1.2303708767292494
7.090559527721537,2.5693531494224047
6.668919146777148,2.527356572430901
4.537709204221854,3.632015555715947
5.609354355211041,2.1501069476511456
4.3361588305149725,1.9041814733435438
4.78421669485435,2.6818271919051546
4.770627025497337,1.796423125597845
4.983945960635088,3.2312748647384275
5.543322668676577,2.600252723532618
4.532875055792831,2.5572698266807405
5.195253838596216,3.0522371927375094
5.498017001933856,1.704171432876525
4.593669880344699,1.5430710109212835
1.4186380235096108,0.6637709339646831
5.049155665006654,3.20692928681276
2.8136703132661762,2.464958304934084
4.296317203129543,2.95692544243257
4.179216006810766,2.0928377966773613
6.741480786664617,3.510486257063036
8.272186557464076,3.649258793061123
3.3902069165347393,1.713222637176526
5.371124775469208,1.9938588002105317
6.235860007355961,2.6435382520107122
7.410371979088207,2.0245553013289
3.2521210337538,2.834727342803129
5.479243848862638,3.3907344320595154
6.309024220800569,3.526928141629305
6.288700665996149,3.9710863381908603
5.40881576385788,1.6836245006111175
3.810713013118207,3.1511965609347996
5.02979344158008,2.471721938185409
4.965717122672909,2.570314253097581
3.13373284415635,2.4686251994012602
7.017295080378858,4.6315136553555405
4.66946580023328,3.6569083577748627
4.155513594743875,2.7875506451390426
6.085376064978606,2.0181736283267107
4.408175241062743,2.9339599954224242
3.9028759586605726,2.495594993036483
4.511472671882353,2.7927444979410287
6.023222458085031,2.95683468188037
6.832870130290662,3.4943073106629696
5.364090976062954,2.7381742247572465
3.8064482897450462,1.8515239489788815
7.879796217972061,5.258626113614026
4.577148767132455,2.876757416641128
5.644964156340715,3.5313357827891503
3.8353861934440086,0.4957559961595899
3.944350887255389,1.115141212121469
5.911328420514828,3.0099281812089425
3.2669950271190795,0.012969023498025312
5.74699257026588,2.9482616864325277
4.318353906589733,2.0007729102095357
4.8989439632972775,1.5809819379125
3.766098472067284,2.638564327881504
6.573275374295211,2.744724617306327
4.451788193812725,2.4434714987023165
4.8478250166261025,1.399355462569802
5.650502945248888,2.458903283038493
3.491993099674586,1.5442430451524807
5.925341457979303,2.2760209354238383
4.598470303938048,3.2360345518455382
6.773295842066911,3.601446861670735
3.727262224067098,3.3916555965000637
3.754103715213194,2.8850941259858436
5.462711651770197,1.6123026705893044
6.921221477433901,3.0007797420129387
4.96737372206159,2.2328946812154356
4.920355855362804,3.929444626763285
8.16575015259238,3.4430782464593106
2.145243782360627,1.1012179849006798
6.19879948850196,2.2520595327519763
3.8435793933992826,2.3978600051271384
4.546186528603791,1.1601731097323302
4.946490587537274,2.274707693587857
5.086024989194484,1.2063654076028567
3.7907658225908563,3.0552784620895705
6.298893418191319,3.9534328840614372
2.767984830358545,1.9364754736131562
5.027670407256753,2.6138860631847316
5.5519968151867305,2.9907752030374914
6.20036767292091,3.22736786388349
6.5036791702626315,2.161388610380005
3.9305101291644737,0.3514480911336211
3.7123621689309454,-0.04164819595613922
3.8533123502818896,1.9928837877838208
7.06568306923199,3.2641577667151793
6.530128061122275,2.589007153599348
4.401130634015333,1.1815778369759462
6.843732328525727,4.477193357728231
4.551437506713378,2.2413556516087474
5.086067242524394,3.122007860383107
4.613184539982263,2.180827968074227
5.30643770314385,3.5647144886592637
3.1432951064727,1.8208194360783787
1.436681703402579,0.6402201911600442
4.241203065036059,3.321100681876373
4.5625786635672645,2.465868360216323
5.242846542043008,3.0369925536674938
7.218819643655248,3.171229773109417
7.038767470658157,1.8623811706849036
3.8471654222166647,1.5639263489480526
5.890222062709424,3.3255573957325613
6.129184376316893,3.892196384783834
3.870686038551939,0.6670420550832596
3.54199102238825,1.8327118883995288
3.6060952004949423,1.8647388445426012
6.552994255388176,2.0716968791096315
6.472649308750858,2.931258801000579
3.5415622620775618,2.1902268624427954
4.119652572139513,3.2111055518596006
7.560200026810519,3.0002086453221195
6.303983030343493,3.3075540608695118
7.143171352760562,3.250138274933939
3.045545987222426,2.207749101428398
3.3925136462595997,1.1124550306858463
6.093841249382727,3.356605422111567
6.096123986864636,3.0618623398002818
4.953943283964076,2.9229500566298343
2.8158707540434866,2.4010409234367325
3.9667385332941403,1.7464382640450908
4.347755020452944,1.8219730922085045
6.585238870475315,2.1625392063668776
5.466920912436762,3.1956708892370242
4.162397796308807,2.0680770328283704
4.497363804016887,1.7597148827179874
2.9774142083430593,1.480383279687309
5.101265815586663,3.126706487591938
5.022826364848566,2.811463337801155
3.5214788752940627,1.0066738343966786
5.340022721590228,2.5742335405243963
4.214405048206887,3.6464366128788597
3.4148982919835027,2.705934073191994
7.717983997655392,4.517457976095959
4.3960772049032935,2.648491517254531
5.118745796085055,2.072745781302166
4.146630255392929,1.9006795895980697
5.1230584228698435,2.1297108077083577
4.95412886508374,2.9607775025121006
3.9719393914925867,1.9311891393161944
4.881781459235667,2.315311140708627
4.031786190292886,1.634612222438744
5.2133193996126375,2.758224021881433
5.305820159357675,2.9638116198217572
3.0098957845494523,1.397875829025943
2.8721325580624737,2.0965418252171117
4.441923517625814,2.8069755666937515
3.5210974054753104,1.0119489533564805
3.629459814883646,2.796270354973862
5.263647194382574,3.820165839677404
4.404106331883235,1.557118075512101
4.853437153617548,1.3137654088292399
6.8396577084464845,2.374607887741412
4.736520987722714,2.0886438693744824
5.9836622874473555,2.672290933061083
5.14857970932477,2.346106534764063
5.4599115891871,2.9273253817626426
6.23667317729851,2.795804852547926
3.4824266825183865,1.9435396342693378
6.484789905606403,4.655237198692401
5.3470982845907296,4.0862411233914315
4.489046065866817,3.0302613108961607
7.27446794320362,3.1940316513195173
5.908017708878752,2.5771433767281784
6.10184816873737,2.627606232952944
5.337639040903525,2.202019923445409
5.040000336718655,2.8012243452818706
7.112607048491318,3.524740812019479
6.144771700989065,3.080187683221731
4.789046041904865,1.238971445520415
5.117314014949255,3.3193249061175205
3.981017824857435,1.4864471291698433
3.8672088587280022,2.092569423553273
5.108903901921417,2.155628106009163
4.444355166587381,2.736705142729556
5.591417264953999,3.223861796020586
6.7319695489146145,2.5360735725885286
4.445461997814432,2.0043003356474625
5.801761270769631,3.244973787316318
4.168944598716293,2.0648234474009644
3.55524348834739,1.1148875306592445
5.418647162369489,3.4908336652988803
5.893091207627252,3.5942041220715364
7.184557171558008,2.9504309677943
5.33902912852523,2.3663285492490003
3.590357259757571,0.9162651813313474
4.980343661511398,2.616667739886501
4.721375056382006,3.261800119040013
5.82726529887193,2.5577435887595508
5.814853768755636,3.6809375230279286
4.602959025289803,2.4973468121740305
5.140257569262676,1.684015747519871
4.31530968362282,2.3686220238141753
3.215614860921301,1.8219991610026165
5.987423875957686,2.8267097796758094
3.36530736581527,0.6004265279937999
6.445923253938559,3.530470704481539
3.3219955454428898,1.6026546675807247
5.548027329512461,4.588644733971593
5.5606514440666315,3.4942849385350745
3.310745324364831,1.6164532777261975
3.781369289544414,3.0018632849795535
6.161799928594402,3.81168897798863
3.2021070414270696,2.4913739512252144
5.293870251743973,3.045112514533936
5.838957843592108,2.5100347228369553
5.820046653732131,3.487101746191253
4.362008412854276,3.0589538430738923
7.987511874420967,3.5097554709485106
4.002029366386062,3.3373599117760135
6.399223105115587,1.8945500738444947
5.653326569310541,2.834398628001487
3.63793966801377,2.6543321802906585
4.170730697753644,1.977629759897871
2.8101340958202585,0.7180379563211254
4.733100054808411,2.8577936030777877
5.5947455428139365,2.6939218247923273
4.51687913100855,1.5341417426022816
5.191671888087706,2.526279085676753
2.0651591490927936,1.521682452960062
5.421356462977318,3.401151633248592
5.942707543709722,3.4402865897278088
6.4932623909524345,4.004765461185803
5.5252712399424135,1.8008857495753454
4.1119462456732325,2.735368837226894
4.37417599998274,2.350930838536798
6.070187912731268,3.831823975252113
7.510235665363748,3.555427856438052
3.1270730207415864,0.3845584878631265
7.200924516722683,3.0872381468375325
4.49131952309016,2.20177594230712
3.755050096445782,1.8813786565340624
5.756128714497129,3.729222886966989
5.302852712321322,3.2614588343167785
3.163944754916689,1.9055915985014693
3.8528751517260598,0.9333919603721914
5.300561421190235,2.8815567819892896
5.744901673258776,4.051520643746583
3.3301688870619772,1.9859018278584624
4.240887948532705,2.033658647440172
6.269097185354961,2.8115567990128887
5.068511789870501,2.7978534713108885
4.91453622680177,2.7500140463669807
6.597860615671582,2.8953750162685763
4.336245106240619,2.9630387772102154
6.56410926865826,3.7432796723115063
4.057047624189975,1.9873599931092518
4.899129260606802,2.20343996483934
5.023039815226885,2.2970744669917322
6.070108629054951,4.272657832914025
4.671711569319976,1.9777708261445262
3.4609500473217865,1.4803572283224602
4.702575835428229,1.08715932540626
5.142975207045392,3.5241528075679183
2.555827736426167,2.6744610950591485
2.6220551325846406,2.6542547434064963
6.088338207275418,2.0960020552628182
7.495942963164778,4.10686517516558
4.576242611758245,3.57088929527309
4.524537418760959,3.6231694711110722
5.988448255370242,4.578568662259963
4.428693054319077,3.3696262957243124
4.0025601054766256,1.330371649923108
4.000820253526418,1.5425528689536738
3.5911609066800656,2.2710103484583843
4.378077904835005,2.1210361551565695
5.054786700051376,2.6912353706657544
7.187747977161621,4.657946078449081
4.810475088822375,2.6768230975306486
5.749040611279118,3.2849963759496394
4.774189631881362,3.7602984353556743
5.969963831106249,4.173352629294448
5.589530296560181,3.2389880700185545
5.437770705196524,2.0694970741238854
6.900246206898659,4.293972783722302
6.943009679496831,3.3371737820332514
2.856556192998247,2.4526725415894464
5.062292895374711,1.314102783950775
4.952711902940154,2.623158993532531
5.2822920494620655,3.8411201252492067
4.455235334407849,2.532138734498068
5.4377025339817155,1.7310196398637632
6.249172628714715,2.508403721993474
3.438917402865095,1.7210682436974882
4.17927626581101,2.450534806253962
3.7930372545853137,3.251875515955399
3.763689654965985,2.121085909975461
4.154295653720455,3.288026745164558
6.428537460454455,4.498782789278856
5.261856001931757,3.1370041679013747
5.13448346337311,2.693406619550077
6.395294059233381,0.43559214141030544
6.448368379107858,2.7326558137139747
7.0731804160035585,2.2194815483516432
4.677824158871782,1.5232980218312306
4.385451352007707,3.159614661764455
6.236477852356742,3.0984249008892126
3.7450411995040724,1.557970632369666
6.125977010344699,1.4393804725179324
3.5023887104938716,1.4569173137293445
6.217606058834395,3.8996413890764825
5.495957240299866,2.7313979321935036
5.486691752370987,3.3810202549621433
4.3927665054896785,1.7730779952418152
4.430064594402104,3.435244656463895
4.982075626106565,2.118437541438714
3.6169797274394,1.1779819373103517
5.3403261940397675,1.7100544156993367
6.201205653759546,2.7368461463651976
4.001124701152744,2.772016139975806
5.2441977025974795,3.251844112516096
4.8586104501544,2.9912892608867354
5.804111602245382,3.185662342344717
5.123175383177192,2.6833813859227784
2.026064037334417,1.036622006846335
2.9913125180762314,2.234513040572418
6.580258646693095,3.7560571339698168
4.284007499422371,0.8429901547371537
4.676058972575431,5.136738355857101
5.004701717237688,2.171874642670027
5.207814306927464,1.954247182266934
4.742501432527125,2.5657936169489397
4.771689638282438,3.5545975779261383
2.6161118459854493,2.010418637357652
6.008889043922592,2.687483260448269
6.344815160096049,3.6251344374175503
5.6845068291912595,2.4671786565362606
5.648245266556399,3.0920467888676586
5.18069228104393,1.689908962967952
3.1471825831253954,1.6017578871680926
6.219307105722779,3.9182454484894182
5.29806574561348,4.180010101975159
3.219248924631245,1.9479750974576164
2.57884025579136,0.4097233964321352
4.688720257557472,2.135602994696316
6.429174724253917,2.3008252849678614
3.7501626768724328,1.6134908562893888
6.2326974099000125,2.8050845828239255
