time_s,true_x_m,true_y_m,true_velocity_mps,true_heading_rad,gps_x_m,gps_y_m,lidar_x_m,lidar_y_m,velocity_measurement_mps,heading_measurement_rad,gps_error_x_m,gps_error_y_m,lidar_error_x_m,lidar_error_y_m
0.0,0.0,0.0,1.28,0.04,0.3891713905035798,-0.11619225419736165,-0.18695526228728288,0.00024334802093876895,1.3686200596653344,0.05762040225030768,0.3891713905035798,-0.11619225419736165,-0.18695526228728288,0.00024334802093876895
0.1,0.12789761365260519,0.005118634775889173,1.28449875700602,0.04179977680044604,-0.1271704270851278,0.3057392365503871,0.14799418702093323,0.06744734907468973,1.2119594077070743,0.05579556117820752,-0.255068040737733,0.3006206017744979,0.02009657336832803,0.06232871429880056
0.2,0.2562352905089771,0.010486247523617553,1.2889940561593005,0.04359893441211314,0.28385135453242866,0.16024962081354632,0.49561374939301317,0.41871031032044326,1.1654252951264632,0.037359449998760265,0.02761606402345155,0.14976337328992878,0.2393784588840361,0.4082240627968257
0.30000000000000004,0.3850122052114928,0.016104343984257745,1.293484440125276,0.04539721368651536,-0.05978867624352746,0.13752695141414303,0.0938685744209713,-0.08250359534517349,1.3498012749187078,0.0626462589256232,-0.4448008814550203,0.12142260742988528,-0.2911436307905215,-0.09860793932943124
0.4,0.5142273845560218,0.02197438618369734,1.2979684525639072,0.047194355553047324,0.9152325312507654,0.474460242246935,0.07291373594715894,0.3982945452604484,1.2638333058902844,0.06371481794075913,0.40100514669474363,0.45248585606323766,-0.44131364860886285,0.37632015907675104
0.5,0.6438797079162218,0.028097790940330863,1.302444638601559,0.048990101056291056,0.7815339621608043,-0.20935953827815526,1.0275459773005755,0.20462588782520755,1.397424405785837,0.06011529632844148,0.13765425424458244,-0.2374573292184861,0.3836662693843537,0.1765280968848767
0.6000000000000001,0.7739679077229327,0.03447592838544194,1.306911545302421,0.050784191393306644,1.2024849572512726,0.14282343533793876,0.8047584428989882,-0.06605361783373265,1.3347509411067389,0.11644907673188003,0.42851704952833986,0.10834750695249681,0.030790535176055542,-0.10052954621917458
0.7000000000000001,0.9044905699983623,0.04111012049765502,1.3113677221393112,0.052576367950901357,1.7717633334661176,-0.2543316155787376,1.4135630026534058,0.5039491415190633,1.2817155903213784,0.05059401591273936,0.8672727634677553,-0.2954417360763926,0.5090724326550436,0.46283902102140834
0.8,1.0354461349447301,0.04800163965282715,1.3158117214637188,0.054366372342871935,0.8352507208090497,0.3417386042313648,1.4663347309083274,0.07115563095222106,1.2994524355320964,0.04976549123941305,-0.2001954141356804,0.29373696457853765,0.4308885959635972,0.02315399129939391
0.9,1.166832897587001,0.05515170719074024,1.3202420989749242,0.056153946447214595,1.1450564283508606,0.4249824196161146,1.2386252250052332,0.4442664997749106,1.3765028107528101,0.04034491783077419,-0.021776469236140433,0.36983071242537435,0.07179232741823222,0.38911479258417037
1.0,1.2986490084693147,0.06256149199994303,1.3246574141880534,0.05793883244329741,1.7344024018584454,-0.2210466129480549,1.460273155505773,0.26586833693970335,1.4931497611650915,0.09033121815983894,0.43575339338913055,-0.28360810494799793,0.16162414703645828,0.2033068449397603
1.1,1.430892474404685,0.07023210912207922,1.3290562309009089,0.05972077284898976,2.4592803186259777,0.18858680194757121,1.8197428548542565,0.2632529248949522,1.4733610816172276,0.0169066811851862,1.0283878442212928,0.11835469282549199,0.38885038044957143,0.19302081577287303
1.2000000000000002,1.563561159277512,0.07816461837702428,1.33343711765943,0.0614995105577435,0.796473149940429,-0.44301817258105014,2.0240547330889256,-0.0765934742564555,1.2308931774918506,0.059869220978009764,-0.7670880093370831,-0.5211827909580744,0.46049357381141365,-0.15475809263347978
1.3,1.6966527848984294,0.08636002301013822,1.3377986482216258,0.06327478887562041,2.7162647165055462,0.622051217181084,1.6912224941405123,0.10962931652217783,1.2887754374782436,0.06591579623224081,1.019611931607117,0.5356911941709458,-0.005430290757917119,0.023269293512039612
1.4000000000000001,1.830164931910967,0.0948192683629254,1.3421394020198394,0.06504635155826072,2.148099094203544,0.01743551805008428,1.3681910878044707,-0.12973270253844318,1.290764774404451,0.027463769863638604,0.3179341622925768,-0.07738375031284112,-0.4619738441064961,-0.22455197090136858
1.5,1.9640950407494961,0.10354324056837434,1.3464579646211843,0.06681394284778733,2.5030080190779147,-0.048450973151208845,2.325854234489117,0.0016621475653770673,1.3634412134063976,0.0674651258825303,0.5389129783284183,-0.1519942137195832,0.36175919373962095,-0.10188109300299727
1.6,2.098440412647887,0.11253276527223197,1.3507529281860118,0.0685773075096404,2.6918081658599,-0.5103020925336794,1.61335117970363,-0.3126055909632116,1.367317595326432,-0.0012342225776281052,0.5933677532120132,-0.6228348578059114,-0.48508923294425715,-0.4251383562354436
1.7000000000000002,2.233198210698285,0.1217886063814463,1.355022891924253,0.07033619086933705,2.9463564975841896,0.3272183943708139,2.1022294052492425,0.23450767035237186,1.3674856562317936,0.06388421594712705,0.7131582868859049,0.20542978798936762,-0.1309688054490423,0.11271906397092556
1.8,2.368365460959386,0.13131146484099068,1.3592664625494966,0.07209033884915075,1.8423862709812946,0.09026904088638793,2.565850454410745,0.03481653162752013,1.5235186966291545,0.051108536070096994,-0.5259791899780913,-0.04104242395460275,0.19748499345135917,-0.09649493321347055
1.9000000000000001,2.503939053613567,0.14110197744025987,1.3634822547306455,0.07383949800470538,1.207825652733708,0.0824739615582612,3.008528034508044,0.3928528324290343,1.372455248625644,0.09051342472550994,-1.296113400879859,-0.058628015881998674,0.5045889808944772,0.2517508549887744
2.0,2.639915744172197,0.15116071565020472,1.3676688915410147,0.07558341556147835,3.572512502048946,0.9128168863490993,2.106755149890695,-0.2624624396340855,1.3326323398208713,0.06898560520041556,0.932596757876749,0.7616561706988946,-0.5331605942815021,-0.4136231552842902
2.1,2.7762921547284396,0.16148818449234806,1.3718250049047191,0.07732183945120787,2.1787930669428563,-0.03628321467994103,2.5749205509576094,-0.1382085387855698,1.3651502204151305,0.08524398145091787,-0.5974990877855834,-0.1977713991722891,-0.20137160377083,-0.29969672327791785
2.2,2.9130647752568226,0.17208482144079773,1.37594923604021,0.07905451834819877,4.031489759468927,0.5725288017555408,2.7053193158869933,0.0075548209804767175,1.345656702621864,0.08611488965132891,1.1184249842121043,0.40044398031474304,-0.20774545936982936,-0.164530000460321
2.3000000000000003,3.0502299649588385,0.1829509953583469,1.380040235900813,0.08078120170552203,3.4313499651114006,0.5736216811145758,2.484631311918058,0.14233096533606412,1.3626825144751447,0.1402614321320956,0.3811200001525623,0.3906706857562289,-0.5655986530407804,-0.04062003002228279
2.4000000000000004,3.187783953653807,0.1940870054677231,1.3840966656121292,0.08250163979110237,2.404379862188607,0.11399994441722719,3.0028213363788123,0.7822634095909994,1.4927606697159486,0.07643405272780625,-0.7834040914651996,-0.0800870610504959,-0.1849626172749949,0.5881764041232763
2.5,3.325722843214222,0.20549308035901911,1.3881171969061539,0.08421558372368923,3.7396987189337025,0.8295839995048517,3.7145267775473765,-0.09655214001320259,1.4232912519751753,0.08701436333985918,0.4139758757194806,0.6240909191458326,0.38880393433315463,-0.3020452203722217
2.6,3.4640426090447662,0.21716937703430916,1.3921005125519745,0.08592278550870541,3.250074163756792,0.6147547064227991,3.5900752581707143,0.01912022997777091,1.204082998252649,0.07660021031022483,-0.2139684452879746,0.3975853293884899,0.12603264912594792,-0.19804914705653826
2.7,3.6027391016041808,0.2291159799904224,1.3960453067829075,0.08762299807396855,3.7308646637924614,0.39613621696171464,3.603841732478008,0.07106588925913557,1.5886553851455663,0.09518128721639442,0.1281255621882807,0.16702023697129226,0.0011026308738273788,-0.15805009073128684
2.8000000000000003,3.741808047969133,0.241332900340815,1.399950285719935,0.08931597530528032,3.8322996524011548,0.16775547606735752,3.8137974885093917,0.25648061295142,1.4464181725603222,0.11635212608349987,0.09049160443202175,-0.07357742427345748,0.07198944054025887,0.015147712610605019
2.9000000000000004,3.8812450534392284,0.25382007497744896,1.4038141677913054,0.09100147208187796,2.8577413207705242,0.1661636872322258,4.025861909193851,0.11046224752272149,1.2569474723345744,0.09716842729672447,-1.0235037326687042,-0.08765638774522316,0.14461685575462246,-0.14335782745472747
3.0,4.021045603182281,0.26657736577355273,1.4076356841481616,0.09267924431174326,4.094099002084785,-0.4203078153681148,3.9674508805572346,0.36147222894281894,1.3673673576455694,0.09840247591541802,0.07305339890250376,-0.6868851811416675,-0.05359472262504628,0.09489486316926624
3.1,4.161205063918944,0.2796045588281047,1.4114135790760614,0.0943490489667639,4.567400776740088,0.4879237347325024,4.3367435787620625,0.24485638737699608,1.3629717498756608,0.11746070403310027,0.4061957128211444,0.2083191759043977,0.17553851484311855,-0.03474817145110862
3.2,4.301718685645794,0.2929013637528454,1.4151466104022565,0.09601064411774186,4.361208750828873,-0.5751093063489299,4.355828747759567,-0.027764919171292646,1.4116323689697008,0.11409813526835935,0.05949006518308003,-0.8680106701017754,0.05411006211377349,-0.32066628292413807
3.3000000000000003,4.442581603395936,0.3064674130025888,1.4188335498986016,0.09766378896924424,4.2450158828714315,-0.3975577603480193,4.562987870020225,0.5393911267860569,1.3864664614695048,0.0659192033554214,-0.19756572052450513,-0.7040251733506081,0.12040626662428887,0.2329237137834682
3.4000000000000004,4.583788839036189,0.3203022612495666,1.4224731836799573,0.09930824389429109,5.079375068005118,1.0953414510522972,4.667976103019066,0.3052430386953013,1.2350970706579052,0.07570275902595078,0.4955862289689288,0.7750391898027305,0.08418726398287633,-0.015059222554265332
3.5,4.72533530309989,0.3344053848025035,1.426064312597962,0.10094377046887541,5.034352905952073,0.6421209402796195,3.942957417469578,-0.03884006369025789,1.3805676063357806,0.10499152702383292,0.3090176028521825,0.30771555547711604,-0.7823778856303123,-0.37324544849276137
3.6,4.867215796654367,0.34877618107108127,1.4296057526300443,0.1025701315063106,4.2268366532529384,0.2902968949311446,5.019085518145375,0.22852910551274047,1.5622669671555784,0.12565740252363852,-0.6403791434014285,-0.05847928613993669,0.1518697214910078,-0.12024707555834081
3.7,5.009425013202085,0.36341396807641485,1.4330963352635488,0.10418709109139977,5.804807954488417,0.43867155663940843,5.302846908683176,-0.2588285377255182,1.313070491888004,0.09598367857709848,0.7953829412863319,0.07525758856299358,0.2934218954810911,-0.6222425058019331
3.8000000000000003,5.1519575406144815,0.3783179840081214,1.4365349078748528,0.10579441461442282,5.478241719733021,0.7054156344729814,5.639836655952743,0.8155606434896683,1.5840138416743093,0.08357995459400232,0.32628417911854013,0.32709765046485995,0.48787911533826134,0.43724265948154695
3.9000000000000004,5.2948078630975,0.3934873868285265,1.4399203341033477,0.10739186880493565,4.939255848758379,0.7337909866812737,5.166050929172142,0.6165709865140092,1.3322307666706752,0.07963296937086212,-0.3555520143391203,0.3403035998527473,-0.12875693392535795,0.2230835996854827
4.0,5.437970363187804,0.40892125392451156,1.4432514942201675,0.10897922176537708,5.012483201338922,0.6374480814629123,5.485591138656494,0.6796378989284866,1.369545879440488,0.08193292482510822,-0.42548716184888213,0.22852682753840073,0.04762077546868944,0.270716645003975
4.1000000000000005,5.581439323778667,0.42461858180746453,1.4465272854915445,0.11055624300447857,5.819326176301004,0.3446228575113456,5.25775922506855,0.8966553171308905,1.4276860343185833,0.11483456356353476,0.2378868525223377,-0.07999572429611898,-0.3236800987101166,0.472036735323426
4.2,5.725208930174507,0.44057828586175846,1.4497466225366702,0.11212270347047168,6.7897576496878775,0.6212990503382055,6.226319083748457,0.8548363632087728,1.390053551032863,0.12994933580465726,1.064548719513371,0.18072076447644708,0.5011101535739505,0.4142580773470143
4.3,5.86927327217305,0.4567992001421393,1.4529084376799513,0.11367837558408894,7.053046813153232,0.6142501857367004,5.866651697522249,0.15030439031926301,1.4207679115704126,0.15821401821466735,1.183773540980182,0.15745098559456105,-0.002621574650801428,-0.3064948098228763
4.4,6.013626346174085,0.473280077220364,1.4560116812975437,0.11522303327135289,5.168749504589858,0.12062410927970968,5.638698121385442,0.5922514137134094,1.4913517376517682,0.09937208718930277,-0.844876841584227,-0.35265596794065435,-0.3749282247886435,0.11897133649304537
4.5,6.158262057313771,0.4900195880813887,1.4590553221580511,0.1167564519961489,6.192106787399967,0.4243380391238287,5.865655033341803,0.6168983747103888,1.4709627943791095,0.10488183960629457,0.03384473008619611,-0.06568154895755993,-0.29260702397196764,0.12687878662900012
4.6000000000000005,6.303174221623464,0.5070163220693646,1.462038347757281,0.1182784087925769,6.641864547394684,0.6170229604544052,6.228335230226959,0.9003385746101775,1.67365851046223,0.12716266795152312,0.3386903257712201,0.11000663838504059,-0.07483899139650496,0.39332225254081293
4.7,6.448356568212021,0.5242687868836584,1.4649597646469463,0.11978868229707758,6.134540026389666,-0.2090975423480863,6.660777794797873,0.6193877283781888,1.449499563211044,0.1604674662758263,-0.3138165418223549,-0.7333663292317447,0.21242122658585263,0.09511894149453032
4.800000000000001,6.593802741470541,0.5417754086250701,1.467818598757209,0.12128705278032825,7.190457814668143,0.3549947501491437,6.8161346959866345,0.531841744546155,1.512334365431887,0.1593160984342309,0.5966550731976024,-0.18678065847592643,0.22233195451609322,-0.009933664078915203
4.9,6.739506303298494,0.5595345318923813,1.4706138957129578,0.1227733021789035,6.410907915719845,1.7177665514407772,6.937381334534493,0.4192049041719018,1.4280264176131237,0.09723314115853689,-0.3285983875786497,1.158232019548396,0.19787503123599845,-0.14032962772047952
5.0,6.885460735350204,0.5775444199293236,1.4733447211437223,0.12424721412669698,5.43386387147116,0.8204081286009721,6.976186653309578,0.6581132091446352,1.346534891609739,0.12398497853696935,-1.4515968638790442,0.24286370867164853,0.09072591795937414,0.08056878921531163
5.1000000000000005,7.031659441300641,0.5958032548220141,1.4760101609871183,0.1257085739860987,8.09403884616681,0.4115392830590574,7.093055595070135,0.843468146185312,1.3863627694641794,0.15373062515644273,1.0623794048661694,-0.18426397176295672,0.061396153769494546,0.24766489136329786
